Age,Ethnicity,Gender,Income,District,Region,Insurance Coverage,Insurance Coverage Amount,Sports,Height,Weight,Pricepoint
27,Chinese,Female,54562.0,Yuen Long,New Territories,yes,226.80912778444502,Gymnastics,196,88.32844011820453,
68,South Asians,Male,33043.0,Kowloon City,Kowloon,yes,195.0,Badminton,164,84.75606785600095,
58,Chinese,Male,26084.0,Tuen Mun,New Territories,no,0.0,Football,155,77.33184595772576,
59,Chinese,Male,25955.0,North,New Territories,yes,180.63370082431797,Dragon Boat,188,71.62923320905728,
53,Whites,Female,43325.0,Sha Tin,New Territories,yes,135.0,Cycling,156,60.22423291543494,
26,Chinese,Male,30455.0,Yau Tsim Mong,Kowloon,yes,195.0,Swimming,195,80.89636149319412,
64,Chinese,Female,46186.0,Tsuen Wan,New Territories,no,0.0,Dragon Boat,183,69.77869047997098,
40,Chinese,Female,28526.0,Wan Chai,Hong Kong Island,no,0.0,Football,173,80.92192517694977,1396.5394717594722
57,Chinese,Female,41990.0,Tsuen Wan,New Territories,yes,262.49649324627654,Badminton,150,72.36888402663352,
33,Chinese,Female,30618.0,Tuen Mun,New Territories,yes,175.7416841452255,Swimming,179,86.55462081463551,
27,Chinese,Female,43265.0,Eastern,Hong Kong Island,no,0.0,Tennis,172,91.04565542589035,747.9967181751704
32,Chinese,Female,31941.0,Tsuen Wan,New Territories,yes,159.02496245801262,Fencing,158,82.11199351490058,
20,Chinese,Female,25125.0,Yau Tsim Mong,Kowloon,yes,250.14894078236156,Gymnastics,191,74.43844854333089,
61,Chinese,Female,68616.0,Islands,New Territories,yes,262.3789268760086,Rugby,167,81.50426950675033,
68,Filipinos,Male,37355.0,Yau Tsim Mong,Kowloon,no,0.0,Cycling,173,64.14102330003354,
27,Chinese,Male,49007.0,Wan Chai,Hong Kong Island,no,0.0,Basketball,148,71.96161394363328,1918.9298775538618
37,Chinese,Male,33415.0,Tai Po,New Territories,yes,188.27530278916083,Basketball,140,78.66142595221794,
69,Chinese,Female,52246.0,Central and Western,Hong Kong Island,yes,530.8336507218302,Rugby,152,79.45227513108735,1911.1747489682123
19,Chinese,Male,47987.0,Sham Shui Po,Kowloon,yes,262.67720754717203,Cycling,191,69.53312827008688,
25,Chinese,Male,50668.0,Kwai Tsing,New Territories,yes,170.47894313666936,Dragon Boat,188,71.09540518807835,
46,Chinese,Female,36046.0,Tai Po,New Territories,yes,135.0,Martial Arts,147,81.38733186034997,
67,Other,Male,70185.0,Kwai Tsing,New Territories,no,0.0,Basketball,154,71.10482543383995,
36,Other,Female,51070.0,Kowloon City,Kowloon,yes,195.0,Badminton,144,77.59017889487079,
39,Chinese,Female,47333.0,Wan Chai,Hong Kong Island,yes,664.3756323683095,Basketball,155,92.75774867078835,2134.067601886408
36,Whites,Female,44147.0,Kwai Tsing,New Territories,no,0.0,Gymnastics,183,76.47296690894902,
51,South Asians,Female,25560.0,Southern,Hong Kong Island,yes,300.0,Jogging,171,71.38015096171819,1535.1347820416595
29,Chinese,Male,45573.0,Tsuen Wan,New Territories,yes,135.0,Cycling,152,72.7418183899993,
38,Chinese,Female,32432.0,Yuen Long,New Territories,yes,135.0,Tennis,155,71.0995927811675,
60,Chinese,Male,22177.0,Tsuen Wan,New Territories,yes,185.03851991003856,Basketball,195,78.29222064830925,
62,Chinese,Male,46156.0,Sai Kung,New Territories,no,0.0,Jogging,157,79.58590863247198,
66,Chinese,Male,45694.0,Southern,Hong Kong Island,no,0.0,Swimming,174,63.96324579317978,1584.6244790493959
62,Chinese,Male,31317.0,Southern,Hong Kong Island,no,0.0,Dragon Boat,140,75.19574668509252,648.7440202158776
58,Chinese,Male,50918.0,Sai Kung,New Territories,no,0.0,Martial Arts,164,71.97336585262607,
35,Chinese,Male,39854.0,Wan Chai,Hong Kong Island,no,0.0,Football,142,79.54555302484678,1779.0187619444218
69,South Asians,Female,36601.0,Tsuen Wan,New Territories,yes,135.0,Football,148,80.59950714355871,
19,Whites,Female,35954.0,Wong Tai Sin,Kowloon,no,0.0,Tennis,195,70.50498438901558,
58,Chinese,Female,26648.0,Yau Tsim Mong,Kowloon,no,0.0,Rugby,187,86.04117104759615,
58,Chinese,Male,68536.0,Tuen Mun,New Territories,no,0.0,Fencing,140,79.18182702335514,
23,Chinese,Male,25802.0,Kwun Tong,Kowloon,yes,195.0,Fencing,163,72.06282359699142,
51,Chinese,Female,40502.0,North,New Territories,yes,135.0,Tennis,186,92.52144511022883,
63,Chinese,Female,74661.0,Tsuen Wan,New Territories,yes,177.36592174993996,Basketball,170,77.81931759848752,
31,Filipinos,Female,36639.0,Kwun Tong,Kowloon,no,0.0,Fencing,188,86.10481116236396,
33,South Asians,Male,74906.0,Southern,Hong Kong Island,yes,300.0,Jogging,156,79.77312401324309,34.53589694693028
22,Chinese,Female,33110.0,Kwun Tong,Kowloon,yes,421.2768758083883,Jogging,153,66.5996075236215,
65,Chinese,Female,27407.0,Kwun Tong,Kowloon,yes,320.31424142973054,Tennis,156,77.2512821071557,
69,Whites,Male,48191.0,Kwai Tsing,New Territories,yes,178.97197909067336,Cycling,161,85.42361239858784,
23,Chinese,Female,21054.0,Tuen Mun,New Territories,yes,135.0,Swimming,157,86.74198105315463,
29,Chinese,Female,25566.0,Tuen Mun,New Territories,no,0.0,Fencing,177,70.60139927943206,
40,Chinese,Male,32707.0,Islands,New Territories,no,0.0,Football,160,79.05119647395071,
64,Chinese,Male,52868.0,Yuen Long,New Territories,yes,178.4746988032366,Gymnastics,180,78.47567949682913,
20,Filipinos,Female,23008.0,Central and Western,Hong Kong Island,no,0.0,Fencing,170,72.93228861655308,358.2337047139382
36,Whites,Male,42983.0,Yau Tsim Mong,Kowloon,no,0.0,Gymnastics,144,83.16153867256449,
59,Chinese,Male,35125.0,Sha Tin,New Territories,no,0.0,Badminton,165,88.23992184096606,
37,Chinese,Male,20870.0,Yuen Long,New Territories,yes,172.21991602313145,Football,168,66.93302045486857,
54,Chinese,Female,24887.0,Sai Kung,New Territories,yes,221.45774360377132,Cycling,166,69.23840958847057,
53,Chinese,Female,62004.0,Sai Kung,New Territories,yes,135.0,Badminton,194,77.93286903268705,
37,Chinese,Female,32280.0,Wong Tai Sin,Kowloon,no,0.0,Football,145,70.52212025500647,
46,Whites,Female,28600.0,Islands,New Territories,no,0.0,Badminton,181,69.23841930157477,
43,Chinese,Male,33788.0,Kwun Tong,Kowloon,no,0.0,Tennis,155,69.88781901784813,
49,Chinese,Female,79507.0,Wong Tai Sin,Kowloon,yes,195.0,Football,167,75.83292343226276,
20,South Asians,Female,77641.0,Islands,New Territories,yes,164.67260451746643,Swimming,183,87.07726032802438,
19,Chinese,Male,25333.0,Tuen Mun,New Territories,no,0.0,Gymnastics,181,64.29319365409386,
54,Chinese,Male,27283.0,Yau Tsim Mong,Kowloon,yes,463.3533002884807,Football,200,68.59158073716915,
24,Chinese,Female,33244.0,Sai Kung,New Territories,no,0.0,Dragon Boat,181,83.68055059100121,
49,Chinese,Male,36272.0,Southern,Hong Kong Island,yes,711.4155970423203,Basketball,153,63.74746622500918,3213.380956638514
36,Chinese,Female,50605.0,Kwun Tong,Kowloon,yes,230.5059840995923,Jogging,178,89.022065759709,
19,Chinese,Female,43503.0,Sai Kung,New Territories,no,0.0,Rugby,142,66.56923139646632,
51,Chinese,Male,46351.0,Tuen Mun,New Territories,no,0.0,Jogging,189,76.19518509254618,
45,Chinese,Male,30088.0,Kowloon City,Kowloon,yes,195.0,Tennis,198,91.52220884941065,
35,South Asians,Female,21880.0,Wan Chai,Hong Kong Island,yes,300.0,Rugby,149,67.40160395527268,1189.343899413659
25,Chinese,Female,36084.0,Eastern,Hong Kong Island,no,0.0,Gymnastics,151,74.42713212114504,677.3162431892789
61,Chinese,Female,35805.0,Tsuen Wan,New Territories,no,0.0,Dragon Boat,198,85.20630950283095,
63,Whites,Male,45340.0,Yau Tsim Mong,Kowloon,yes,274.4978013595332,Fencing,193,91.09621385127076,
36,Chinese,Male,48885.0,Sha Tin,New Territories,yes,135.0,Football,140,70.88636295733465,
46,Chinese,Female,46039.0,Southern,Hong Kong Island,no,0.0,Badminton,187,72.1521805244918,348.3550300966213
23,Whites,Female,47227.0,Wan Chai,Hong Kong Island,yes,300.0,Gymnastics,190,78.9216821683221,357.20476932421144
48,Chinese,Female,38597.0,Kwai Tsing,New Territories,yes,329.2010216768595,Fencing,171,80.65415116307054,
26,Chinese,Male,28917.0,Sai Kung,New Territories,yes,135.0,Rugby,166,76.18163459297216,
68,Chinese,Male,38433.0,Southern,Hong Kong Island,no,0.0,Martial Arts,154,65.69885691967558,1004.9825599720587
38,Chinese,Male,54675.0,Tuen Mun,New Territories,no,0.0,Football,148,71.73284928311286,
29,Whites,Female,31897.0,Kwun Tong,Kowloon,no,0.0,Tennis,173,81.72868336853634,
59,Chinese,Male,39954.0,Central and Western,Hong Kong Island,yes,529.5750954308576,Rugby,140,78.09774473084256,2149.012707945426
19,Chinese,Female,28819.0,Tsuen Wan,New Territories,yes,135.0,Cycling,160,64.23283660308633,
60,Chinese,Female,23017.0,Yau Tsim Mong,Kowloon,no,0.0,Swimming,160,79.26657375835426,
23,Chinese,Male,22047.0,Yuen Long,New Territories,no,0.0,Dragon Boat,199,85.58892434295295,
55,Chinese,Female,28392.0,Southern,Hong Kong Island,no,0.0,Tennis,149,78.18287193588571,2598.3961278959214
39,Chinese,Male,24658.0,Tsuen Wan,New Territories,yes,135.0,Jogging,146,71.0927100720898,
60,Filipinos,Male,49870.0,Kwai Tsing,New Territories,no,0.0,Jogging,174,81.58172850080771,
47,Chinese,Male,50012.0,Central and Western,Hong Kong Island,no,0.0,Tennis,152,82.8237171991942,800.3883271266877
31,Chinese,Female,36014.0,Sham Shui Po,Kowloon,yes,397.1299081746683,Rugby,175,73.2353504143785,
28,Chinese,Female,43302.0,Sha Tin,New Territories,yes,228.01615964046724,Football,182,91.44566260467865,
56,Chinese,Female,30876.0,Eastern,Hong Kong Island,yes,300.0,Gymnastics,197,93.82741566790125,1474.6804835925986
36,Chinese,Female,32381.0,Southern,Hong Kong Island,no,0.0,Badminton,143,75.54437303722919,2215.43564574651
63,Filipinos,Male,50352.0,Sha Tin,New Territories,yes,190.67645775829175,Basketball,155,71.0813763964079,
33,Chinese,Female,37026.0,Southern,Hong Kong Island,yes,300.0,Basketball,184,82.11946437245004,626.2115701202241
37,Chinese,Female,24350.0,Sha Tin,New Territories,yes,135.0,Basketball,192,88.06184446662051,
50,Whites,Female,51340.0,Wan Chai,Hong Kong Island,no,0.0,Swimming,169,77.64850671080717,841.1651399412373
22,Chinese,Female,32467.0,Southern,Hong Kong Island,yes,300.0,Dragon Boat,170,77.48570293081781,715.1538189390662
69,Chinese,Female,30851.0,Yuen Long,New Territories,no,0.0,Badminton,199,90.78137820222281,
68,Chinese,Female,64872.0,Tai Po,New Territories,yes,135.0,Football,189,79.5931085394313,
54,Chinese,Male,51383.0,Yau Tsim Mong,Kowloon,yes,195.0,Badminton,148,84.18078846892948,
26,South Asians,Female,28968.0,Tsuen Wan,New Territories,no,0.0,Martial Arts,161,78.23046863301927,
54,Chinese,Female,34281.0,Islands,New Territories,yes,264.792144996438,Martial Arts,158,85.52200394625424,
19,Chinese,Female,29315.0,Kwai Tsing,New Territories,no,0.0,Dragon Boat,191,80.84803833117145,
47,Chinese,Female,26372.0,Sha Tin,New Territories,no,0.0,Fencing,176,86.36041424592558,
65,Chinese,Female,33830.0,Yau Tsim Mong,Kowloon,no,0.0,Gymnastics,142,93.79628747588846,
66,Chinese,Male,34062.0,Yau Tsim Mong,Kowloon,yes,195.0,Dragon Boat,187,76.99166716717531,
29,Chinese,Male,34676.0,Kwai Tsing,New Territories,no,0.0,Tennis,160,80.6742967814989,
25,Chinese,Male,39881.0,Yuen Long,New Territories,yes,135.0,Badminton,150,65.5901659813001,
56,Chinese,Female,45001.0,Eastern,Hong Kong Island,yes,387.4652902184528,Fencing,179,75.87411466422756,915.2116055918148
38,Chinese,Female,53187.0,Tuen Mun,New Territories,no,0.0,Rugby,197,90.01505801647436,
52,Chinese,Male,41121.0,Wong Tai Sin,Kowloon,no,0.0,Gymnastics,183,92.30815606865018,
39,Chinese,Female,63117.0,Tsuen Wan,New Territories,yes,169.14844738727226,Gymnastics,196,87.34977346799062,
24,Whites,Male,35391.0,Central and Western,Hong Kong Island,yes,508.5313100030954,Dragon Boat,198,78.59614088976215,1673.192086729211
60,Chinese,Male,52468.0,Wan Chai,Hong Kong Island,no,0.0,Cycling,178,76.79773747430158,417.9421476179531
65,Chinese,Male,39052.0,Central and Western,Hong Kong Island,yes,384.1635034431385,Gymnastics,145,78.12872447284495,1739.2472529187366
53,Chinese,Male,28987.0,Islands,New Territories,yes,217.58389953159707,Football,162,73.7101629813827,
59,Chinese,Male,46611.0,Yau Tsim Mong,Kowloon,no,0.0,Cycling,183,69.99958766788049,
53,Chinese,Female,23195.0,North,New Territories,no,0.0,Swimming,184,76.56544454264883,
68,Chinese,Female,37423.0,Southern,Hong Kong Island,yes,368.7637352314947,Dragon Boat,174,76.14682221261845,1108.7275739339275
18,Chinese,Male,40998.0,Tsuen Wan,New Territories,yes,190.88624464001282,Martial Arts,191,75.63625033459014,
33,Whites,Male,53254.0,Sham Shui Po,Kowloon,no,0.0,Cycling,143,70.62292366926921,
60,Chinese,Male,35170.0,Yuen Long,New Territories,no,0.0,Basketball,198,94.99282851243547,
32,Chinese,Female,52421.0,Yau Tsim Mong,Kowloon,no,0.0,Basketball,179,77.04599223232572,
24,Whites,Male,42923.0,Kwai Tsing,New Territories,yes,135.0,Badminton,150,70.32616725446331,
51,Chinese,Female,48083.0,Central and Western,Hong Kong Island,yes,357.76274418958945,Cycling,175,104.32549563327552,1828.6629212972878
36,Chinese,Female,45633.0,Yuen Long,New Territories,yes,260.12108565200396,Basketball,175,84.17546143016204,
36,Chinese,Female,50776.0,Southern,Hong Kong Island,no,0.0,Dragon Boat,200,83.27711275766924,706.5532921725033
29,Chinese,Female,27763.0,Kwai Tsing,New Territories,yes,135.0,Dragon Boat,154,73.13261565279348,
40,Whites,Male,40365.0,Sai Kung,New Territories,no,0.0,Cycling,198,95.65340084455275,
70,South Asians,Female,49578.0,Islands,New Territories,yes,135.0,Tennis,180,94.28550977934046,
63,Chinese,Female,47328.0,Sai Kung,New Territories,yes,321.0317670023614,Tennis,180,79.8252773438148,
27,Other,Male,31246.0,Yuen Long,New Territories,no,0.0,Tennis,162,70.33161015216936,
35,Chinese,Female,52950.0,Eastern,Hong Kong Island,yes,870.494318284911,Badminton,187,86.87917360202202,2786.738420556932
56,Chinese,Female,41261.0,Wan Chai,Hong Kong Island,yes,388.0648711669255,Cycling,184,78.01032209269005,1549.6842831617303
69,Chinese,Female,26748.0,Kwai Tsing,New Territories,no,0.0,Tennis,153,65.41571284122037,
66,Chinese,Male,36751.0,Tuen Mun,New Territories,no,0.0,Dragon Boat,191,87.52353189842023,
60,South Asians,Female,23624.0,Central and Western,Hong Kong Island,yes,701.9691079087337,Swimming,149,72.43326068108101,2442.3328940779697
33,Chinese,Female,43400.0,Kwai Tsing,New Territories,no,0.0,Football,164,73.44871957189395,
56,Chinese,Male,33887.0,Kwai Tsing,New Territories,no,0.0,Rugby,194,90.40682135862167,
56,Chinese,Male,44574.0,Tai Po,New Territories,yes,189.53971803717366,Martial Arts,196,72.40519315180245,
64,Whites,Male,47202.0,Eastern,Hong Kong Island,no,0.0,Basketball,162,74.48543869720831,509.1667962002223
22,South Asians,Female,45773.0,North,New Territories,no,0.0,Football,162,71.15356038736806,
64,Chinese,Female,29048.0,Wong Tai Sin,Kowloon,yes,589.2118347581671,Rugby,171,75.2938102024265,
49,Chinese,Male,31117.0,Tuen Mun,New Territories,yes,248.46516844796614,Dragon Boat,162,84.67429917354954,
27,Chinese,Female,24090.0,Eastern,Hong Kong Island,no,0.0,Football,148,82.10856853647951,1080.1155848280102
60,Chinese,Female,71838.0,Yuen Long,New Territories,no,0.0,Dragon Boat,164,82.52846416209303,
32,Whites,Male,61838.0,Wong Tai Sin,Kowloon,no,0.0,Fencing,151,85.94075141740676,
32,Chinese,Female,46554.0,Kowloon City,Kowloon,no,0.0,Gymnastics,174,87.8426082053305,
61,Filipinos,Female,69674.0,Eastern,Hong Kong Island,no,0.0,Basketball,163,81.57665552802561,522.0220271939334
31,Chinese,Female,31855.0,Central and Western,Hong Kong Island,yes,411.9208041206229,Basketball,165,74.10352384215278,931.2376167628189
69,Chinese,Male,33552.0,Tsuen Wan,New Territories,yes,135.0,Gymnastics,182,86.56731137632829,
67,Chinese,Male,37019.0,Central and Western,Hong Kong Island,yes,300.0,Tennis,196,76.90574169865087,853.7679965052637
53,Chinese,Female,40983.0,Sham Shui Po,Kowloon,no,0.0,Badminton,144,71.58432724618268,
22,Chinese,Female,24729.0,North,New Territories,yes,186.09076992657154,Basketball,166,80.5306691465504,
24,Chinese,Male,46971.0,Wan Chai,Hong Kong Island,yes,617.8992470642231,Martial Arts,189,103.73818671177568,1810.2330121134778
58,Chinese,Male,31745.0,Tsuen Wan,New Territories,no,0.0,Fencing,183,87.23402476016736,
65,Whites,Male,22270.0,Islands,New Territories,no,0.0,Gymnastics,172,81.87887955494145,
52,Chinese,Female,50179.0,Kowloon City,Kowloon,no,0.0,Cycling,181,92.72088096055339,
21,Chinese,Female,26628.0,Tuen Mun,New Territories,yes,335.1154216108044,Basketball,196,87.01938331507452,
40,Chinese,Male,25404.0,Kwai Tsing,New Territories,yes,246.05919249718272,Rugby,187,83.36945721520541,
52,Chinese,Female,29615.0,Tsuen Wan,New Territories,yes,170.35565547697675,Rugby,148,72.9787738974228,
36,Chinese,Female,43766.0,Eastern,Hong Kong Island,yes,300.0,Jogging,191,82.60733870347049,1319.4829240083095
53,Chinese,Female,31454.0,Wong Tai Sin,Kowloon,yes,195.0,Badminton,193,85.47798702726547,
39,Chinese,Male,33332.0,Yau Tsim Mong,Kowloon,no,0.0,Rugby,192,69.25924393213671,
36,Chinese,Male,24698.0,Sha Tin,New Territories,yes,135.0,Swimming,159,81.99935099260834,
27,Chinese,Female,64047.0,Central and Western,Hong Kong Island,no,0.0,Tennis,176,76.06658314372825,2497.3058400889145
67,Chinese,Female,35153.0,Tai Po,New Territories,no,0.0,Rugby,147,87.67535599086568,
67,Chinese,Male,36495.0,Southern,Hong Kong Island,yes,300.0,Jogging,153,68.21228002753638,780.3578527360369
34,Chinese,Female,35597.0,Southern,Hong Kong Island,no,0.0,Football,151,86.41745499041113,1686.4537234368063
45,Chinese,Female,22030.0,Kowloon City,Kowloon,yes,195.0,Basketball,176,90.10406374135097,
30,Filipinos,Male,49860.0,North,New Territories,no,0.0,Football,169,75.5443966733819,
30,Chinese,Female,38526.0,Wong Tai Sin,Kowloon,yes,271.33604085422337,Gymnastics,197,72.67088693366688,
56,Chinese,Female,20554.0,North,New Territories,no,0.0,Badminton,143,88.71445777902923,
45,Chinese,Female,29878.0,Kwai Tsing,New Territories,no,0.0,Fencing,155,85.30625706235367,
64,Chinese,Female,28998.0,Wong Tai Sin,Kowloon,yes,369.46278709887235,Jogging,195,83.8021166335808,
29,Chinese,Female,39691.0,Wong Tai Sin,Kowloon,no,0.0,Fencing,141,62.225180393390474,
35,Whites,Male,41495.0,Islands,New Territories,yes,176.57925844999156,Dragon Boat,183,86.45641400860669,
45,South Asians,Female,50778.0,North,New Territories,no,0.0,Swimming,146,75.6051887063598,
19,Chinese,Female,34678.0,Eastern,Hong Kong Island,yes,300.0,Rugby,144,77.8864131153874,751.7481006331866
23,Chinese,Male,41090.0,Sha Tin,New Territories,no,0.0,Swimming,155,70.3256834402181,
47,Chinese,Male,39734.0,Eastern,Hong Kong Island,no,0.0,Football,189,76.00386535006297,2537.380515744116
26,Chinese,Female,46622.0,Tuen Mun,New Territories,yes,135.0,Dragon Boat,176,85.55135101074978,
34,Chinese,Female,22420.0,Kwai Tsing,New Territories,yes,135.0,Football,175,75.22991292364037,
51,Filipinos,Male,52881.0,Southern,Hong Kong Island,yes,548.063027879683,Football,192,76.35400697736713,1588.8796187023875
52,Chinese,Female,45194.0,Central and Western,Hong Kong Island,yes,362.8657699779306,Jogging,188,84.89966849165464,1754.513249644297
55,Chinese,Female,52905.0,Tsuen Wan,New Territories,yes,135.0,Cycling,167,92.38177432723134,
25,Chinese,Female,79171.0,Tuen Mun,New Territories,yes,135.0,Martial Arts,175,69.0139502690975,
35,Chinese,Female,28331.0,Yuen Long,New Territories,no,0.0,Martial Arts,144,76.82305825824986,
59,Chinese,Female,23501.0,Yau Tsim Mong,Kowloon,no,0.0,Tennis,163,76.02167928703945,
41,Chinese,Female,28311.0,Sai Kung,New Territories,no,0.0,Badminton,162,71.26504379905671,
37,Chinese,Female,57143.0,Yuen Long,New Territories,no,0.0,Tennis,196,69.92044824646514,
65,Chinese,Female,28915.0,Yau Tsim Mong,Kowloon,yes,631.7270084856635,Fencing,149,80.44320023979196,
